title,lastrevid
Refo Çapari,1222381064
Reginald Farley,1223215475
Reinaldo Iturriza,1246246455
Rodrigo Hernán Lloreda Caicedo,1246254780
Sarran Teelucksingh,1185047119
Shailendra Pratap Singh,1238082218
Stavros Karampelas,1164966747
Stepan Ivakhiv,1210915594
Symon Rak-Michajłoŭski,1216629323
Thapa dynasty,1241023946
Vahagn Hovakimyan,1224369324
Wincenty Niemojowski,1227716829
Yeom Dong-jin,1242680105
Yilkal Kefale,1238897608
Abdallah Barkat Ibrahim,1242619513
Abdelkader Zoukh,1250270534
Abdullahi Abubakar Gumel,1250601261
Ahmad Zaidi Adruce,1240901693
Alexandr Petkov,1232238202
Amram Musungu,1124729923
André Molitor,1190357309
Arantza Urkaregi,1237941525
Branislav Crnčević,1216623573
César Yanes Urías,1231944759
Dominik Semashko,1214790691
Doreen Kuper,1071176674
Eric Edward Khasakhala,1135112440
Fathi Bashagha,1245556589
Fouad Mohadji,1136343767
Gintautas Iešmantas,1211782507
Giordano Bianchi Dottula,1227562744
Gisela Wurm,1215187415
Gábor Hraskó,1163342472
Hwang Gi-cheon,1238546109
Irshad Aliyev,1225308278
James Peter Obeyesekere I,1179726399
Jovan Kavarić,1245226560
Juan Camilo Quintero,1015926064
Kabuye Frank Kibirige,1247714210
Karim Bibi Triki,1213794210
Karl Otto Hunziker,1133272037
Karl Schmitzer,1215186109
Lebohang Thotanyane,1248236469
M. V. P. Peiris,1242818794
Mahmudali Chehregani,1236346239
Masao Nakayama,1231670592
Mats Kettilmundsson,1220804432
Matsudaira Norikata,981793614
Mihail Cibotaru,1232590199
Mohamed Sheikh Ismail,1009328790
Mohammad Al Hajj Hassan,1248448932
Mohammad Faghie,1228547380
Mykola Riabovil,1247346956
National Union of Workers (Sri Lanka),1247354907
P. P. Suneer,1244788344
Qasim Al-Fahadawi,1249029995
Saeed bin Hamoud bin Saeed al Maawali,1241250370
Samuel Kivuitu,1236659237
Selama Mint Cheikhne Ould Lemrabott,1192502795
Thoma Orologa,1180949774
Thomas Burgherr,1244066206
Trần Văn Hữu,1244544286
Walter Pfrimer,1249288737
Yun So-ha,1214500724
Ahmed Faris Maumoon,1250740501
Alexandre Sebastião André,1172178750
Anthony Veke,1249903984
Antony Beaujon,1129731289
B.M. Diah,1233396798
Bambang Santoso,1232733877
Bashir Saadawi,1154763590
Bouras Djamel,1226437538
Božidar Jakac,1249350013
Buba Samura,1244830184
Carole Dieschbourg,1249939234
Chanaka Amaratunga,1241483000
Chiu Feng-chia,1235021705
Crystal Haynes,1219669780
Devasish Roy,1247376048
Elizabeth Acuei Yol,1219648005
Ernesto Antonio Claramount Roseville,1232852938
Francesco Saverio Salfi,1212517656
Franz Anton Basch,1217589862
François-Xavier de Peretti,1227759150
Golub Janić,1179504119
Guy Hance,1217126753
Hayk Chobanyan,1231768992
Isaac Ávalos,1226316088
Jerzy Karol Kurnatowski,1224303564
José Fontana (publisher),1201186238
József Borovnyák,1237351064
Katsu Kaishū,1235728685
Landing Badji,1221300359
Madeleine Tchuente,1225866384
Martine Deprez,1242651510
María Zavala Valladares,1246371897
Melatework Hailu,1206836042
Michal Mackevič,1211495242
Michel Craplet,1087935075
Mohamed Taha Siala,1040410236
Nabil de Freige,1144582226
Oka Takazumi,1250627509
Riccardo Sarfatti,1249136575
Rogelio Canches,1225777652
Sayed Nasim Mihanparast,1172646418
Sebastian Arcos Bergnes,1247415268
Sevlid Hurtić,1232585595
Simos Simopoulos,1211043784
Soko Shimabuku,1167712847
Stanisław Gmitruk,1211173705
V. S. Matheswaran,1232663282
Vujica Lazović,1224035540
Xie Jieshi,1232710892
Étienne de La Grange,1067940807
Abdelghani Bousta,1243833677
Abdirahman Ahmed,1024854466
Ahmad Pasha al-Munkali,1216528648
Ali Hussain Al-Awadhi,1226320762
Andrei Prii,1241968483
Arcadie Capcelea,1232238412
Aristide Menezes,1142925183
Asaad Al Eidani,1246633688
Ba Ahmed,1082884635
Bekim Çollaku,1237198613
Benedict Wachira,1099442981
Brahim Zniber,1250235910
Carl Otto von Madai,1240634849
Catherine Denguiadé,1242454262
Dmitry Filippov (politician),1250124092
Eduardo Oliveira e Sousa,1226584293
Enver Alikhanov,1161577254
François-Philippe de Haussy,1233546471
George Forsyth (footballer),1240185238
Gerard Wijeyekoon,1190484705
Gondu Shankar,1232321936
Hồ Đắc Điềm,1193882673
Ivan Kubrakov,1243510259
Jan Krejčí,1133055905
José Eriberto Medeiros,1222167969
José Jeronimo Zelaya,1122819804
Juraj Košút,1228957061
"Louis Phélypeaux, Seigneur of La Vrillière",1217063771
Luigi Pizzardi,1240419143
Maggy Nagel,1158512735
Marcel Ranjeva,1190559062
Mariano Beltranena y Llano,1228325819
Martin Ekström,1243213512
Medo Pucić,1209507523
Mmusi Maimane,1241103024
Muto Sanji,1206126912
Norbu Wangchuk,1105642733
Oleksandr Ryzhenkov,1217933060
Otokita Shun,1221346332
Paul Cotte,1185924083
Philip Matante,1246418220
Rowan Cronjé,1248935419
Sampiro,1181106953
Sangaré Niamoto Ba,1226329641
Shanika Roberts-Odle,1126117422
Shmuel Slavin,1208561573
Tayzar San,1227692854
Veerle Geerinckx,1246136139
Vijitha Rohana,1240463277
Óscar Rodríguez (Paraguayan politician),1231919214
Abdirizak Jurile,1220585287
Alberto Cooper,1246582150
Anatoliy Fedorchuk,1180336074
Anna Kędzierska,1120222716
Ante Biankini,1237241605
Bernard Mourad,1234045540
Chang Sŏng-man,1211885084
Charles Carter (Bahamian journalist),1162793449
Chaâbane Aït Abderrahim,1234096174
Daud Bolad,1159405029
Diego de Alvear y Ponce de León,1109548816
Elez Koçi,1174010569
Elias Waya Nyipuoc,960248404
Eric Kelechi Igwe,1225736304
Fachrul Baraqbah,1230186154
Giancarlo Pittelli,1225864190
Giovanni Bovara,1002536039
Hafizullah Shabaz Khail,1238402857
Harold Caballeros,1230133462
Henri Martin (winemaker),1237299772
Jan Béghin,1243748019
Johann Christian von Boyneburg,1249921858
Joseph Monytuil,1133136974
José Cutileiro,1148346147
José Manuel Campa,1250195353
Juan de Ayala y Escobar,1247807424
Justin Yak,1241604463
Karl the Deaf,1249343112
Louis Ignacio-Pinto,1192236303
Luigi Bossi Visconti,1226018161
Lumbaram Choudhary,1245818465
Manuel María de Peralta y López del Corral,1221588551
Mary Munive,1187967160
Maryam Tugambayeva,1081667127
Musa al-Shabandar,1230605202
Norodom Phurissara,1243811051
Ntombi Mekgwe,1229205346
Osman Nuri Önügören,1224764843
Pablo de Olavide,1158835762
Peter Sunde,1250789363
Robert Calcagno,1135814202
Román Oyarzun Oyarzun,1235475298
Surya Raj Acharya,1159727043
Tayeb El-Safi,1224040700
Tom Woewiyu,1218952304
Va'aelua Eti Alesana,1244197543
Viktoriya Mitina,1152210619
Vladimir Medvedev (politician),1225813303
Yabre Juliette Kongo,1219061952
Zahid Oruj,1213965350
Andrés Izarra,1246246457
Anyu Angelov,1215311929
Chaudhary Rishipal Singh,1241441147
Christos Daralexis,1083450519
Diamantino Pedro Azevedo,1209522689
Edouard Nomo-Ongolo,1146536611
Enrique Gil Botero,1245233277
Filippo Antonio Gualterio (senator),1242469928
Gabriel Gustafsson Oxenstierna,1191855968
Gabriel Kyungu,1211274287
Gilles Pennelle,1244346827
György Magyar,1181058820
Hadi Sirika,1240578422
Hermann Stern,1215044008
Hernán Vodanovic,1241138610
Ibrahim Balandiya,1249045163
Ilham Ahmed,1106063792
Isabel da Costa Ferreira,1246452294
Ivan Vilibor Sinčić,1218195373
Jeong Nan-jeong,1249808902
Joseph-Ignace Guillotin,1236960439
José Aníbal Lopes Rocha,1242307479
José Huerta,1231916025
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",1163078004
Khwaja Qamar ul Din Sialvi,1228728991
Lhatu Wangchuk,1242666773
Luis Rosado Bretón,1156485593
Mahamoud Moustapha Daher,1242620013
Mahdi Asgari,1239784337
Miguel Barroso Ayats,1199053571
Mustafa Ndroqi,1198219291
Naba Charan Majhi,1244007593
Nazario Chávez Aliaga,1222223831
Nelavala Vijayasree,1232660538
Niccolò di Buonaccorso,1214104286
Oshodi Tapa,1216657149
Rafael Moya Murillo,1224803859
Ratneshwar Lal Kayastha,1130432472
Richard Stuttaford,1233145063
Rolando Calderón,1241145448
Roshan Kumar Songa,1238710746
Shaun Byneveldt,1226295703
Tarlan Aliyarbayov,1240965677
Thakur S. Powdyel,1184305239
Tikiri Bandara Panabokke I,1190525825
Tong Akeen Ngor,1229088378
Tran Minh Tiet,1225066058
Tshewang Lhamo,1134603390
Vytautas Matulevičius,1177313320
Xhezair Zaganjori,1143896123
Abd-Rabbo al-Barassi,1245381256
Abdulghaphor Hajjieh,1177241162
Adedeji Adeleke,1241186305
Atnafu Abate,1214761583
Augusto Céspedes,1231708987
Blessing Nwagba,1180361858
Carlos Corach,1227620960
Ch'oe Yun-ŭi,1239752421
Dimitrije Tucović,1249503722
Dénes Farkas,1120590347
Eduard von Grebmer zu Wolfsthurn,1216075327
Eli Wong,1158395655
Elijah Omolo Agar,999136727
Emile Mota,1221204219
Enrique S. Quintana,1016343362
Florentino Mendes Pereira,1177678990
František Reichel,1174354877
Ghulam Faroq Nijrabi,1136614778
Gift Tandare,1235705451
Ibrahim El-Gohary,1221932048
Jacques Fournier (government official),1118405005
Jader Barbalho Filho,1153333232
Joanna Hańderek,1178474394
John Muchiri,1246061999
Jovan Pavlović (politician),1226935449
Ken Erics,1246220044
Khalil Halilu,1230812938
Laid Rebiga,1248662394
Leonid Ivashov,1209855248
Ludvik Toplak,1215540371
Makoto Katamine,1195321944
Manzoor Nadir,1242176652
Marcial Ayaipoma,1246361663
Marcos Zeida,1177716891
Mario Cafiero,1135193654
Mikhail Sergeevich Kuznetsov,1230685711
Mohammed Bello-Koko,1234143023
Norbert Hougardy,1139979372
Paulino Baptista,1242307496
Puot Kang Chol,1216135728
Rajendra Laxmi Gaire,1189923087
Ronaldo Lessa,1225265033
Said bin Mohammed bin Ahmed Al Saqri,1241250445
Salih Mahmoud Osman,1182025504
Santiago Manuin Valera,1225804950
Sonam Tobgye,1211978424
Steve Mikaya,1181752332
Tadeusz Lewandowski,1218715295
Thomas Peters (revolutionary),1188215384
Vladimir Gusinsky,1250225867
Ahmad Kordary,1187254621
Ahmed Balafrej,1244050839
Albina Marçal Freitas,1112274488
Alexander Bortnikov,1249066944
Ali Gul Sangi,1250508881
Aliança de Araújo,1200126483
Alphonse Kotiga,1108077983
Andrea Zryd,1244065975
Anna Arqué i Solsona,1227092865
Arthur Bally,1223344313
Bak Gyusu,1244258893
Blas Infante,1232417015
Cipriano Barata,1248173582
David José Alves,1226452943
David Karithi,1246061725
Dele Belgore,1190984573
Dennis Momotaro,1213069064
Despina Chatzivassiliou-Tsovilis,1246159519
Eugenia Tsoumani-Spentza,1232437700
Evgeny Markin,1247738446
Fayez al-Khoury,1225987131
Frederick Moor,1161587837
Hanifa Safi,1123824802
Horst Rosenkranz,1215185628
Htin Linn Aung,1245373600
Ichsan Loulembah,1244189018
Jean-Bédel Bokassa,1248397829
Johann Gregor Memhardt,1226209962
János Petrán,1146539675
Klas Eklund,1229156274
Lawrence Sifuna,1246062499
Lex Delles,1242402305
Manuel Sérgio,1241968420
Marco Vinicio Vargas Pereira,956297827
Mario Ríos Santander,1246582411
Miloš Savčić,1244519801
Oh Gi-hyoung,1248063346
Paula Cristina Francisco Coelho,1209410923
Pedro Moncayo,1220668792
Salim al-Jabouri,1248173623
Sayed Jalal,1137130537
Shawn Huff,1248783720
Stelios Koiliaris,1227623541
Stephen Nikola Bartulica,1244676990
Tanaka Tatsuo,1196161005
Themistokli Gërmenji,1241037317
Thomas Knutti,1244066213
Ukur Yatani Kanacho,1246448259
Victoria Mwaka,1152489436
Vinzenz Rüttimann,1144171929
Abd al-Ilah,1250573208
Abdurrahman Dibra,1244008227
Ahmet Koç (politician),1243748075
Alfonso Rus,1209070934
Ali M. Hasanov,1245282668
Aníbal Ramón Ruffner,1231783765
Banyingela Kasonga,1112278142
Barry III,1157234813
Carlos Quijano,1172801438
Claudio Reyes,1246584115
Elias Nyamlell Wako,1244019887
Fakir Abdul Mannan,1246008163
Federico Helguera,1162056054
"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",1244334799
Hilal Al Sarmi,1250016264
Hong Jung-wook,1195410190
Ibrahim Biro,1143751897
Ismael Pérez Pazmiño,1246458509
Jean-Pierre Lola Kisanga,1249285899
Jean Auguste de Chastenet de Puységur,1242211402
Jerzy Nos,1217940743
Jigme Namgyal (Bhutan),1250417464
Joaquín de Iglesias Vidamartel,1143751403
José Carvalho da Rocha,1242307441
Juan Egaña,1246583619
Juozas Karvelis,1167910298
Kanat Sadykov,1183177586
Karim Meckassoua,1224144854
Khairi Al-Hindawi,1215785334
Khin Ma Ma Myo,1227269939
Kimiko Kurihara,1189081014
Lau Pak Khuan,1128509902
Lindiwe Mabuza,1242817853
Lyndon Jackson,1231681393
Marcos Braz,1194912644
Marlon Tábora Muñoz,1127474919
Matthaios Kofidis,1216081687
Mohamoud Diriye Abdi Joof,1171759998
Niat Qabool Hayat Kakakhel,1242087910
Patrick Nsamba Oshabe,1235970119
Qatawi family,1231696068
Radovan Sloboda (politician),1235513126
Samak Jalikula,1229939327
Teklewold Atnafu,1244410095
Timofei Moșneaga,1243922515
Toshio Masuda (politician),1237035675
Ugyen Wangdi,1010522641
Werner E. Ablaß,1242018201
Yuriy Molchanov,1214463635
Zangley Dukpa,1068932528
Abdul Motaleb,1245374567
Abdullah Mwinyi,1167472782
Abdulrahim Abby Farah,1233766067
Ahmed Issa (Egyptian politician),1212669631
Aldo Ferrabino,1244330314
Antun Bonifačić,1236361509
Asanterabi Zephaniah Nsilo Swai,1152270041
Azmi Alang,1232728388
Babajimi Adegoke Benson,1246220576
Bruno Pacheco (politician),1137572008
Carlos Eduardo Stolk,1245089053
Chin Peng,1249683366
Claudio Galán Pachón,1245229882
Daniel Quintero,1245235291
Edgardo Novick,1232110434
Eeileen Romero,1231944785
Gajraj Bahadur Nagar,1242240347
Guillaume du Tillot,1228954562
Hassan Mwanyoha,1246062218
Jesús Quijano,1177450947
Jibrell Ali Salad,1086444472
Johannes Christoffel Krogh,1184919356
Jorge Zabalza,1232110666
José Antonio Sossa,1227100716
José Pedro Varela,1184349404
Kamel Jendoubi,1246278868
Khamisu Ahmed Mailantarki,1153781449
Kodjo Amegnisso Tossou,1236879216
Lily Monze,1245511378
Mafiz Ali Chowdhury,1243860644
Maurice S. Makhanu,1144498570
Mehmet Tahsini,1239924043
Mgwagwa Gamedze,1190520305
Miguel Díaz-Canel,1249943418
Miroslava Milenović,1174745856
Monaldo Leopardi,1237262288
Nenad Rašić,1245428679
Peshala Jayarathne,1239991644
R. G. Balan,1181678224
Rachel Keke,1242252505
Rasheed Mohammed Al Maraj,1247375502
René Jam Afane,1231186334
Salah Farhat,1177418574
Salimata Traoré,1219803147
Shamsul Huq,1242147282
Suhan Babaýew,1241838265
Sukarni,1170942335
Tomasz Łubieński,1209796335
Tu Hkawng,1245373670
Visarion Xhuvani,1135323365
Abdilahi Husein Iman Darawal,1171760173
Abir Al-Sahlani,1242838276
Adrien d'Épinay,1193460688
Ahmad Azhary,1247255923
Albert Liurette,1187822681
Alejandro Peña Esclusa,1247050566
Arabi El Goni,1185921742
Charles Bastienne,1076671631
Chenhamo Chimutengwende,1246239471
Count Kasimir Felix Badeni,1247679202
Crispus Makau Kiamba,1194993707
Damien K. A. Griffith,1123730836
Diego Morejón,1203541349
Eduard Grama,1203781908
G. V. Markandayan,1249683539
Gérard Gourgue,1105537507
Han Tha Myint,1177347217
Ibrahim Dalliu,1248264998
Ibrahima Diallo (politician),1177650317
Joaquín Belgrano,1229623675
Kabayama Aisuke,1171238568
Kamel Rezig,1215901775
Kwe Te No,1207433410
Lin Tze-luen,1246285698
Louis Wyrsch,1244812259
Matija Škerbec,1180682572
Miguel Rosas,1010787172
Miloš Trifunović (politician),1243519233
Mohamed Dahalani,1175970303
Muhammad Jamil Bayham,1230360128
N.K. Menon,1243495927
Nepal Nag,1246482846
Nguyễn Dương Đôn,1177240282
Ohannes Tchekidjian,1215201883
Orestes Ferrara,1245068603
Pandolfo Savelli,1185924627
Panusunan Pasaribu,1130611672
Peter Schott,1158805969
Radu Marian (politician),1232109911
Ruben Miroyan,1228290809
Salau Aliyev,1211048885
Samir Abu Eisheh,1187367785
Svetoslav Vitkov,1243474576
T. Sadhan Tirumalaikumar,1230949473
Tayyab Agha,1225661708
Temitope Aluko,1206822680
Valeriy Holovko,1248663108
Zakaria Chol Gideon Gakmar,1142883735
Zeina Toukan,1244657766
Abderezak Sebgag,1212579707
Abdikadir Aden,1246061449
Achta Ahmat Bremé,1243871975
Alaa Hussein Ali,1236785010
Alex Browne (politician),1247631794
Antonio Beruti,1243926512
Azat Peruaşev,1232395184
Bhojraj Nag,1232500927
Carlo Ginori,901844540
Carlos Arizaga Toral,1209006227
Daniel Ouezzin Coulibaly,1240877830
Dia al-Asadi,1221474604
Dragić Joksimović,1100853216
Ebrahim Bahmani,1244442530
Elias John Kwandikwa,1232074429
Fahri Batıca,1186977472
Ferdous Ahmed Qureshi,1246263516
Gawdat al-Malt,1197821084
Gu Shu,1222977958
Guillermo Franco (Ecuadorian general),1217991983
Ioannis Dimopoulos,1119564390
Jean Le Mercier,1242753649
Jean Mattéoli,1232840219
Josef Dittli,1244066634
José María Coppinger,1243523164
Julius Gregr,395521877
Kálmán Thaly,1192211234
Laurent Botokeky,1249969257
Mamadou Konaté,1247055409
Maurício Campos de Medeiros,1250050202
Menahem Saleh Daniel,1219867674
Miguel Ángel Fernández-Palacios,1223713147
Mikhail Barsukov,1243512827
Miloš Radulović (politician),1207823889
Mouzawar Abdallah,1245477212
Muad Mohamed Zaki,1225542574
Otto Beck,1226154964
Paola Vintimilla,1215715521
Pedro Soto (politician),1099628635
Pere Navarro Olivella,1177249853
Petro Gadz,1242152454
Raimbek Matraimov,1200629815
Rajesh Kumar Singh (politician),1241562397
Sa'adatu Kolo,1152460082
Sergei Storchak,1152406729
Shartai Jaafar Abdel Hakam,1131930191
Séraphin Magloire Fouda,1009662257
Thomas Helbling,1237220384
Visar Ymeri,1248230838
Yves de Wasseige,1175107156
Abbas Mahdi,1033783405
Aditya Yadav,1240519421
Adolphus Wabara,1248909385
Ahmad Mazlum,1204273685
Alia Abu Tayeh,1244981732
Ansis Pūpols,1234717471
Anton Fran Wagner,1228384804
Arnaldo Rivera,1116307213
Charles Duncan O'Neal,1236388821
Dragan Velikić,1241200402
Dritan Abazović,1249023085
E. Raja,1230950406
Eleazar Huerta Valcárcel,1225797093
Enrico Cialdini,1223624365
Floribert Anzuluni,1212136112
Ghazi Chaouachi,1213401513
Giuseppe Giovanni Pietro Alberganti,1184074034
Jaroslav Foldyna,1244076107
Jiří Kopal,1229089252
Jonas Tamulis,1240396888
Joseph Houssa,1109576011
Josué Gutiérrez Cóndor,1246361478
José Correia da Serra,1216599206
João Oliveira (politician),1241672669
Juan Alemann,1227499891
Juan de Escobedo,1230344651
Kenny Auma,1240894299
Khadija Zahra Ahmadi,1234741562
Konstantin Jireček,1242771327
Lucio D'Ubaldo,1215312553
Margarete Coelho,1234976623
Mikuláš of Hus,1243344552
Mohammad A. Arafat,1250896485
Mohammad Aslam Khan (Pakistan Peoples Party politician),1119146482
Novel Baswedan,1230187783
Nyeleti Brooke Mondlane,1226211423
Oetomo Ramelan,1250147133
Park Jun-young (government official),1212688133
Paulo Cesar Farias,1234365972
Phillip Chiyangwa,1204162245
Pierre Leung Shing,1172388810
President of Cuba,1242576787
Saed Kubenea,1145252802
Shihab bin Tariq,1249749949
Soegiono,1177095868
Stephen III Báthory,1226128145
Tekle Wolde Hawaryat,1243325381
Vitalie Gorincioi,1232592554
Vytautas Paliūnas,1184356885
Wolf-Michael Catenhusen,1239972537
Ahmad Diyab,1221200569
Anatoly Bykov,1247843536
Antônio Pinto Chichorro da Gama,1224035109
Badih Chaaban,1227519178
Bertil Zachrisson,1242494191
Carlos Eduardo Moreira Ferreira,1087824575
Carlos Ricardo Benavides Jiménez,1101826814
Carlos Roca (politician),1246359984
Cheick Bougadary Traoré,1233509228
Citizens' Ministry,1200893975
Danladi Mohammed,1118324123
Dauda Kako Are,1165025935
Dejan Vukšić,1177292473
Ferjani Bel Haj Ammar,1227259078
Fotis Perlikos,1242765206
Gboyega Oyetola,1246797559
Gebhard Rohner,1244056151
Hang Yihong,1117001263
Hassan Adan Wadadid,1242398633
Htay Aung (businessman),1169933380
Jaakko Numminen,1223402940
Jean-Pierre Büchler,1249703905
Joseph Robert Love,1177467150
Koutoub Moustapha Sano,1240195055
Lajos Fodor,1214416146
Lazar Tomanović,1243083023
Lim Han Hoe,1162078233
Louis Waltniel,1058900581
László Endre,1226809980
Mahendra Bahadur Bista,1240109611
Mahesh Kashyap,1237816427
Marcelino Menéndez y Pelayo,1245487601
Musa Usman,1178635537
Mónica Bottero,1158316569
Nicolò Crasso,1187990367
Ok Kwan-bin,1220281318
Reino Ragnar Lehto,1246163886
Santos Velázquez y Tinoco,1221752525
Seonu Hwi,1235438354
Serik Sultangali,1243509672
Shahabeddin Tabatabaei,1226059368
Syed Najmuddin Hashim,1245394398
Tadeusz Ferenc,1171893190
Tatiana Rosová,1235907524
Tetchō Suehiro,1220747294
Valentin Fortunov,1215314438
Wang Yonghong,1234882199
Xhelal Koprëncka,1209148780
Yevgeny Solntsev,1241052040
Yves de Daruvar,1113513795
Abdul Zahir (Konar Education Minister),1126667481
Abdulla Maseeh Mohamed,1250562656
Afikaano Monday,919576350
Alfons Zgrzebniok,1112949960
Ali Bach Hamba,1058096753
Alojz Kovšca,1217863750
Arun Bharti,1235596015
Christoffer Dulny,1241866380
Dhia Jafar,1243074707
Enrico Millo,1240175998
Farid Ahmed,1245375794
Fazail Agamali,1250642641
Ferdinand Mbahou,1227758610
Franciszek Ksawery Godebski,1223761067
Gabriel von Salamanca-Ortenburg,1248329683
Guillaume Hawing,1231993438
Haditha Al-Khraisha,1218714079
Haji Iqbal,1244248047
Iván Skerlecz,1249314157
Jacques Kazadi,1176430546
Jerzy Kulczycki,1247591673
Jibrin Ndagi Baba,1250408724
Johan Rantzau,1240776519
Kim Jong-hwan (military officer),1214762134
Kostiantyn Yastrub,1187254577
Luis Francisco Ortega Menaldo,1241053119
Luzia Inglês Van-Dúnem,1240720719
Makhosi Khoza,1247585467
Marcel Petiot,1238343251
Marie Roch Louis Reybaud,1242211689
Mario Pinotti,1249739851
Matsudaira Yoshinaga,1249013378
Mawlid Hayir,1079991048
Miguel Otero Lathrop,1246581884
Mikhail Batin,1235956570
Muhammad Ishaq Khattak,1196215565
Nadia al Rawabdeh,1244691414
No Baek-rin,1242441444
Omar Dhani,1242263585
Rustam Jamali,1248938217
S. N. W. Hulugalle,1165316163
Salman bin Hamad Al Khalifa,1250494329
Saïd Boualam,1240883461
Tshering Wangchuk,1227847643
Urs Glutz von Blotzheim,1166283068
Vávra Suk,1245847015
Yeah Samake,1237748854
Ylli Asllani,1221605713
Zdzisława Janowska,1226776591
Zhusupbek Sharipov,1185969301
Abdullahi Wuse,1140523031
Abu Youssef Sharqieh,1151531086
Adan Nooru,1246062311
Adil Shayakhmetov,1243509994
Ahmed Abdi Ogle,1231599786
Ahmed Behzad (Bahrain),1063482737
Aithabathula Anandarao,1241440166
Alaric Tokpa,1183708441
Almir Gabriel,1191964237
Aureliano Cândido Tavares Bastos,1246603749
Bharat Bhushan Mandal,1240433792
Charles Lavy,1226204581
Chaudhry Muhammad Riaz,1249717582
Claudia Ortiz (El Salvador),1231969782
Clément Nyaletsossi Voule,1230364278
Eduardo Rocha,1193380607
Edwin Mushoriwa,1246239657
Elijah K. Sumbeiywo,1177306319
Eustace John,1214783253
Fatimata Seye Sylla,1199198709
François Sengat-Kuo,1199699881
"Gaspar Méndez de Haro, 7th Marquess of Carpio",1241147612
Gavro Manojlović,1244827949
Gediminas Šerkšnys,1240300356
Ghulam Hassan Safi,1176507815
Gitau wa Njenga,1246274026
Hafsat Mohammed Baba,1245241380
Isa bin Abdulrahman Al Hammadi,1098344827
Johan Mauritz Nordenstam,1177200759
Joseph Badiabio,1154376625
Julian Aldrin Pasha,1139718514
János Radványi,1045602198
József Nagy (politician),1224768389
Kande Balarabe,1233724373
M Hossain Ali,1242815841
Madhvendra Pratap Singh,1249868085
Mahammadtaghi Aliyev,1246567550
Manuel Jiménez de Parga,1245719803
Min Jong-gi,1242905318
Muppidi Venkateswara Rao,1235989081
Mustafa Mohammed Omar,1246360389
Pema Gyamtsho,1250135261
Rafael Ramírez Hidalgo,1221750940
Salim al-Za'nun,1232320404
Sharif Ghalib,1245967190
Sourendra Nath Chakraborty,1245374793
Sugawara no Kiyotomo,1184827171
Tatsuo Takahashi,1173611573
Tengku Mansur,1240483620
Tomáš Grulich,1248266864
Abdirahman Haji Aden Ibbi,1223694493
Abu Sayyaf (Jordan),1250272342
Adrian Forde,1079840895
Andrei Klepach,1248592965
Andrius Domaševičius,1241566807
Baran Khan Kudezai,1176481824
Betinho Rosado,1246064759
Birjan Nurymbetov,1243509853
Dietrich Heinrich Ludwig von Ompteda,1242565618
Fatiha Serour,1218302579
Francis Muthaura,1136321695
Francisco Manuel Monteiro de Queiróz,1250824530
Frank Beke,1161024456
Galymjan Koishibaev,1231810366
Gudrat Gasanguliev,1234004989
Hans Fehr,1241393677
Hawaa Al Mansoori,1234875531
Hugo Lindo,1236826343
Ignacy Potocki,1240698744
Ioannis Gryparis (1848-1922),1118204026
Jonas Savimbi,1246026420
Joseph Emanuel Barbo von Waxenstein,1230326241
José Herrera Uslar,1153086780
Leopold Takawira,1236900271
Leyla Abdullayeva,1230366514
Luis Alberto Rodríguez López-Calleja,1232888485
Luís de Almeida Braga,1145174894
M.S. Tharanivendhan,1248190926
Memduh Oğuz,1195440301
Miguel Ángel Pesce,1211044406
Mohamed El Fassi,1190167672
Mohamed Omar Dubad,1138175757
Mohammad Mojabi,1128281165
Moussa Faki,1247480258
"Myint Swe (politician, born 1965)",1250134288
Mykola Kolisnyk,1241708390
Nebi Sefa,1244486537
Nicola Siegrist,1241393904
Paulo Kavuma,1222535781
R.S. Thanenthiran,1243496357
Radovan Juričić,1242200310
Rajagopal Sreeram,1232662873
Roberto Junguito,1240223425
Ruslan Magomedov (economist),1214631880
Sergiu Stati,1232778665
Stephen Campbell,1231770164
Victoriano Lorenzo,1229001493
Vigen Chitechyan,1124301399
Yairus Gwijangge,1101922982
Abderrachid Tabbi,1218530483
Alexander B. Cummings Jr.,1249700275
Andrey Korotkov,1203823318
Arnoldo Gabaldón,1216357280
August Janson,1242168347
Bureau de La Rivière,1186806947
Chamala Kiran Kumar Reddy,1244286661
Chang Deok-soo,1246421102
Chris Watson,1245997885
David Edevbie,1249043995
Edmond Mansoor,1248648606
Elias Hankash,1249301125
Ercole Ricotti,1179348918
Eusébio de Queirós,1152369072
Florentino Alfaro Zamora,1220759536
Heinz Nittel,1226214871
Helena Carreiras,1240227401
Henri Peyroux de la Coudrenière,1227330329
Iziaq Adekunle Salako,1246732640
Joe Acha,1246220433
Joseph Waleanisia,1103157537
José Francisco Lemus,1243507993
Jovica Stanišić,1243519332
Juan Crisóstomo Centurión,1247102106
Ján Krošlák,1214335127
Józef Sapieha,1120682607
Keiichi Inamine,1227854320
Kinuthia Murugu,1194326055
Kostandin Boshnjaku,1250227994
Kārlis Strēlis,1215830999
Londres Machado,1242607162
Mamadou Djigué,1230163595
Manfredo Manfredi,1240578936
Mohamed Ashmalee,1235587846
Mohammad Khamenei,1238504252
Moriz Lieber,1222045087
Mykola Popov,1203519635
Nabeel bin Yaqub Al-Hamar,1159628135
Niazi Demi,1209346411
